assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,standard_value_nM,pIC50,smiles_clean
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@@H](F)C4)cnc23)C1,,CHEMBL5922171,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@@H](F)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](F)C4)cnc23)C1,,CHEMBL5999649,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](F)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@@H](F)C4)cnc23)C1,,CHEMBL5907849,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@@H](F)C4)cnc23)C1
B,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CC[C@H]3O)C[C@@H](N)[C@@H]1O,,CHEMBL5983241,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CC[C@H]3O)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CC[C@H]3O)C1,,CHEMBL6024275,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CC[C@H]3O)C1
B,COc1cc(F)c(-c2nc(CNc3cnccc3N3C[C@H](C)C[C@H](N)C3)ccc2F)c(F)c1,,CHEMBL5852370,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1cc(F)c(-c2nc(CNc3cnccc3N3C[C@H](C)C[C@H](N)C3)ccc2F)c(F)c1
B,COc1cc(F)c(-c2nc(CNc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)ccc2F)c(F)c1,,CHEMBL6059021,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1cc(F)c(-c2nc(CNc3cnccc3N3C[C@@H](N)[C@H](O)[C@@H](C)C3)ccc2F)c(F)c1
B,N[C@H]1CCCN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C1,,CHEMBL5953116,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,N[C@H]1CCCN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C1
B,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CCO3)C[C@@H](N)[C@@]1(C)O,,CHEMBL5874261,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CCO3)C[C@@H](N)[C@@]1(C)O
B,Cc1cccc(/C=C2\SC(=O)NC2=O)c1,,CHEMBL498406,7.0,IC50,nM,100.0,IC50,uM,0.1,100.0,7.0,Cc1cccc(/C=C2\SC(=O)NC2=O)c1
B,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CCC4O)c(N)s2)c1F,,CHEMBL6020794,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CCC4O)c(N)s2)c1F
B,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CCO4)ccc2F)c1F,,CHEMBL6051655,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CCO4)ccc2F)c1F
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(Nc4ccccc4F)cnc23)C1,,CHEMBL6037587,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(Nc4ccccc4F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)CC4)cnc23)C1,,CHEMBL6033753,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)CC4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H]4CO)cnc23)C1,,CHEMBL5892496,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H]4CO)cnc23)C1
B,CCOC1CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL6009388,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCOC1CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CCOCC5)C4)cnc23)C1,,CHEMBL5953121,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CCOCC5)C4)cnc23)C1
B,COC1(C)CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL6041192,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COC1(C)CN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,CC(C)CN1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O,,CHEMBL5972719,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC(C)CN1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(C)(C)C4)cnc23)C1,,CHEMBL6036944,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(C)(C)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](C#N)C4)cnc23)C1,,CHEMBL5758611,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](C#N)C4)cnc23)C1
B,O=C1NC(=O)/C(=C/c2cccc(Br)c2)S1,,CHEMBL496587,7.0,IC50,nM,100.0,IC50,uM,0.1,100.0,7.0,O=C1NC(=O)/C(=C/c2cccc(Br)c2)S1
B,CN(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,,CHEMBL493847,7.0,IC50,nM,100.0,IC50,uM,0.1,100.0,7.0,CN(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1
B,CO[C@H]1C[C@@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL5819540,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CO[C@H]1C[C@@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,CO[C@H]1C[C@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL5850038,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CO[C@H]1C[C@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,CO[C@@H]1C[C@@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL5856569,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CO[C@@H]1C[C@@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,CO[C@@H]1C[C@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1,,CHEMBL6038346,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CO[C@@H]1C[C@H](C)N(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)C1
B,COc1ccccc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL5852959,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccccc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CC[C@@H]3O)C1,,CHEMBL5761713,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnc3c2CC[C@@H]3O)C1
B,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3CCC[C@H](N)C3)CC[C@H]4O)ccc2F)c1F,,CHEMBL5837118,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3CCC[C@H](N)C3)CC[C@H]4O)ccc2F)c1F
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@@]1(C)O,,CHEMBL6023102,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@@]1(C)O
B,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCO3)C[C@@H](N)[C@@H]1O,,CHEMBL5801428,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCO3)C[C@@H](N)[C@@H]1O
B,CC(C)(O)c1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)C[C@@H](C(F)(F)F)C3)CCC4O)ccc2F)c(F)c1,,CHEMBL6045720,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC(C)(O)c1cc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@@H](N)C[C@@H](C(F)(F)F)C3)CCC4O)ccc2F)c(F)c1
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C[C@@H](N)[C@]1(C)O,,CHEMBL5780127,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C[C@@H](N)[C@]1(C)O
B,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@H]4O)ccc2F)c1F,,CHEMBL5978983,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@H]4O)ccc2F)c1F
B,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@@H]4O)ccc2F)c1F,,CHEMBL5884506,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(F)c(-c2nc(C(=O)Nc3cnc4c(c3N3C[C@H](C)C[C@H](N)C3)CC[C@@H]4O)ccc2F)c1F
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@]1(C)O,,CHEMBL5887521,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@@H]3O)C[C@@H](N)[C@]1(C)O
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5nn(C)cc5C4)cnc23)C1,,CHEMBL5790339,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5nn(C)cc5C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5cnn(C)c5C4)cnc23)C1,,CHEMBL5954271,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5cnn(C)c5C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4cnccc4C(F)(F)F)cnc23)C1,,CHEMBL5842948,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4cnccc4C(F)(F)F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ncccc4F)cnc23)C1,,CHEMBL5813717,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ncccc4F)cnc23)C1
B,Cc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)c(C)n1,,CHEMBL6036179,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Cc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)c(C)n1
B,CC(C)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O,,CHEMBL5803446,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC(C)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C5CC5)C(=O)C4)cnc23)C1,,CHEMBL5790395,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C5CC5)C(=O)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOc5cccc(F)c54)cnc23)C1,,CHEMBL5867840,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOc5cccc(F)c54)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)CCF)cnc23)C1,,CHEMBL5943862,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)CCF)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)CC(F)(F)F)cnc23)C1,,CHEMBL5859575,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)CC(F)(F)F)cnc23)C1
B,CCN(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL5813317,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CCN(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(OC5CCCOC5)cc4F)n3)cnc3c2CC[C@@H]3O)C1,,CHEMBL5819294,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cc(OC5CCCOC5)cc4F)n3)cnc3c2CC[C@@H]3O)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](O)[C@@H](F)C4)cnc23)C1,,CHEMBL6043871,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC[C@H](O)[C@@H](F)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CCC5)C4)cnc23)C1,,CHEMBL5903740,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CCC5)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cc(O)cc4F)cnc23)C1,,CHEMBL6018790,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cc(O)cc4F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cccc4F)cnc23)C1,,CHEMBL5777737,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cccc4F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cccc4C#N)cnc23)C1,,CHEMBL5771511,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(-c4c(F)cccc4C#N)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)S4(=O)=O)cnc23)C1,,CHEMBL5941505,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)S4(=O)=O)cnc23)C1
B,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C[C@@H](N)[C@@H]1O,,CHEMBL5996504,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3O)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@@H](C)C4)cnc23)C1,,CHEMBL5789848,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCC[C@@H](C)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC(O)CC4)cnc23)C1,,CHEMBL6009724,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC(O)CC4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CC(O)C5)C4)cnc23)C1,,CHEMBL5780536,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC5(CC(O)C5)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCOCC4)cnc23)C1,,CHEMBL5825571,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCOCC4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C4CCCOC4)cnc23)C1,,CHEMBL5971551,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C4CCCOC4)cnc23)C1
B,COc1ccncc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL6045253,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccncc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,Cc1nccnc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL5792771,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Cc1nccnc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,COc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)cc1,,CHEMBL5764337,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)cc1
B,CC1CCC1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL5948955,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,CC1CCC1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(NCC(F)F)cnc23)C1,,CHEMBL5943694,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(NCC(F)F)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(NCCF)cnc23)C1,,CHEMBL5844984,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(NCCF)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C)cnc23)C1,,CHEMBL5847282,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)C)cnc23)C1
B,Cc1ccncc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1,,CHEMBL5922113,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,Cc1ccncc1N(C)c1cnc2c(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc(F)c2c1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ccncc4F)cnc23)C1,,CHEMBL5804835,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N(C)c4ccncc4F)cnc23)C1
B,COc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)c(C)n1,,CHEMBL5911281,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,COc1ccc(N(C)c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)c(C)n1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(=O)N5CCCC[C@@H]5C4)cnc23)C1,,CHEMBL5757761,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CC(=O)N5CCCC[C@@H]5C4)cnc23)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCC3O)C1,,CHEMBL6033389,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CCC3O)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CC[C@@H]3O)C1,,CHEMBL5985442,,IC50,nM,100.0,IC50,nM,100.0,100.0,7.0,C[C@@H]1C[C@H](N)CN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)c(F)cc3N)cnc3c2CC[C@@H]3O)C1
